Code région,Libellé de la région,Nom de l'élu,Prénom de l'élu,Date de début du mandat,Libellé de fonction,Date de début de la fonction,Nuance mandat,Nuance mars 2018,N° Identification d'un élu,Parti,Lien
32,Hauts-de-France,ZIEGLER,Marie-Claude,1/1/2016,,,FN,FN,1400331,FN,
32,Hauts-de-France,DELBE,Olivier,1/1/2016,,,FN,non-inscrit,28685,aucun,http://www.lavoixdunord.fr/224322/article/2017-09-27/olivier-delbe-ne-rejoindra-pas-les-patriotes
32,Hauts-de-France,DESCAMPS,Véronique,1/1/2016,,,FN,non-inscrit,1383202,Les Patriotes,http://www.lavoixdunord.fr/224396/article/2017-09-27/veronique-descamps-claque-la-porte-du-front-national
32,Hauts-de-France,ITALIANI,Florence,1/1/2016,,,FN,non-inscrit,1390642,aucun,http://www.courrier-picard.fr/20565/article/2017-03-30/florence-italiani-quitte-le-front-national
32,Hauts-de-France,KAZNOWSKI,Guillaume,1/1/2016,,,FN,non-inscrit,1403185,Les Patriotes,http://www.lavoixdunord.fr/226200/article/2017-09-30/quatre-elus-municipaux-fn-quittent-le-parti-et-rejoignent-les-patriotes
32,Hauts-de-France,LEMAIRE,Chantal,1/1/2016,Autre membre commission permanente,4/1/2016,FN,non-inscrit,1509697,aucun,https://france3-regions.francetvinfo.fr/hauts-de-france/picardie/somme/conseil-regional-hauts-france-elue-somme-chantal-lemaire-demissionne-du-fn-1232147.html
32,Hauts-de-France,LEPLAT,Astrid,1/1/2016,,,FN,non-inscrit,1388552,Les Patriotes,http://www.lavoixdunord.fr/224007/article/2017-09-26/apres-la-demission-du-fn-d-astrid-leplat-le-groupe-roubaix-bleu-marine-en
32,Hauts-de-France,PHILIPPOT,Daniel,1/1/2016,,,FN,non-inscrit,1509672,Les Patriotes,http://www.lavoixdunord.fr/223730/article/2017-09-26/cinq-elus-quittent-le-groupe-fn-qui-passe-sous-la-barre-des-50-membres
32,Hauts-de-France,RICHERMOZ,Éric,1/1/2016,,,FN,non-inscrit,1509699,Les Patriotes,http://www.lavoixdunord.fr/223730/article/2017-09-26/cinq-elus-quittent-le-groupe-fn-qui-passe-sous-la-barre-des-50-membres
32,Hauts-de-France,ROSEZ,Virginie,1/1/2016,,,FN,non-inscrit,1387611,Les Patriotes,http://www.lavoixdunord.fr/223730/article/2017-09-26/cinq-elus-quittent-le-groupe-fn-qui-passe-sous-la-barre-des-50-membres
11,Île-de-France,JUILLE,Vanessa,13/12/2015,,,FN,non-inscrit,1492284,aucun,http://www.europe1.fr/politique/trois-conseilleres-dile-de-france-quittent-le-groupe-fn-trop-a-gauche-3511775
11,Île-de-France,TROUSSARD,Béatrice,13/12/2015,,,FN,non-inscrit,1454239,aucun,http://www.europe1.fr/politique/trois-conseilleres-dile-de-france-quittent-le-groupe-fn-trop-a-gauche-3511775
11,Île-de-France,BERTHAUD,Corinne,13/12/2015,,,FN,non-inscrit,1509586,aucun,http://www.lefigaro.fr/politique/le-scan/2018/03/28/25001-20180328ARTFIG00288-deux-elues-d-le-de-france-claquent-la-porte-du-front-national.php
11,Île-de-France,COURNET,Aurélie,13/12/2015,,,FN,non-inscrit,1509558,aucun,http://www.lefigaro.fr/politique/le-scan/2018/03/28/25001-20180328ARTFIG00288-deux-elues-d-le-de-france-claquent-la-porte-du-front-national.php
11,Île-de-France,BENZELMAT,Yasmine,13/12/2015,,,FN,non-inscrit,1509563,Debout la France,http://www.europe1.fr/politique/trois-conseilleres-dile-de-france-quittent-le-groupe-fn-trop-a-gauche-3511775
11,Île-de-France,ANDROUËT,Mathilde,13/12/2015,,,FN,FN,1509550,FN,
11,Île-de-France,BARDELLA,Jordan,13/12/2015,,,FN,FN,1509577,FN,
11,Île-de-France,CHERRIER,Pierre,13/12/2015,,,FN,FN,1509556,FN,
11,Île-de-France,DE FREITAS,Gorete,13/12/2015,,,FN,FN,1509584,FN,
11,Île-de-France,DE SAINT JUST,Wallerand,13/12/2015,,,FN,FN,1180749,FN,
11,Île-de-France,DUBOIS,Jean-Michel,13/12/2015,,,FN,FN,14185,FN,
11,Île-de-France,FATNA,Huguette,13/12/2015,,,FN,FN,831037,FN,
11,Île-de-France,GUIBERT,Audrey,13/12/2015,,,FN,FN,1494324,FN,
11,Île-de-France,LACAPELLE,Jean-Lin,13/12/2015,,,FN,FN,834660,FN,
11,Île-de-France,LEGRAND,Aurélien,13/12/2015,,,FN,FN,1509571,FN,
11,Île-de-France,LOUSTAU,Axel,13/12/2015,,,FN,FN,1510065,FN,
11,Île-de-France,NAUTH,Cyril,13/12/2015,,,FN,FN,1459925,FN,
11,Île-de-France,CHEVRIER,Philippe,13/12/2015,,,FN,non-inscrit,1460682,Front libéré,http://www.leparisien.fr/antony-92160/yvelines-hauts-de-seine-exclu-du-fn-il-cree-son-parti-pour-presenter-des-candidats-aux-legislatives-21-03-2017-6781674.php
11,Île-de-France,BOLLÉE,Joffrey,13/12/2015,,,FN,non-inscrit,1509555,Les Patriotes,https://actu.fr/ile-de-france/coulommiers_77131/le-conseiller-regional-joffrey-bollee-quitte-fn_12732353.html
11,Île-de-France,BOURSE-PROVENCE,Dominique,13/12/2015,,,FN,non-inscrit,1509583,Les Patriotes,http://www.leparisien.fr/ablon-sur-seine-94480/val-de-marne-l-ex-patron-du-fn-rejoint-les-patriotes-12-10-2017-7327014.php
11,Île-de-France,DUTHEIL DE LA ROCHERE,Bertrand,13/12/2015,,,FN,non-inscrit,1509560,Les Patriotes,http://www.nouvelobs.com/en-direct/a-chaud/42526-fn-philippot-chevenementiste-allie-philippot-charge-lettre.html
11,Île-de-France,OUCHIKH,Karim,13/12/2015,,,FN,non-inscrit,684580,SIEL,http://www.siel-souverainete.fr/822-les-raisons-politiques-de-ma-demission-du-groupe-fn-idf-bleu-marine-au-conseil-regional-ile-de-france.html
28,Normandie,FOUCHE-SAILLENFEST,Philippe,1/1/2016,,,FN,FN,1450278,FN,
28,Normandie,HENRY,Chantal,1/1/2016,,,FN,FN,1509638,FN,
28,Normandie,LECHEVALIER,Christelle,1/1/2016,,,FN,FN,1238241,FN,
28,Normandie,ROY,Jean-Philippe,1/1/2016,,,FN,FN,1509641,FN,
28,Normandie,CAMOIN,Emmanuel,1/1/2016,,,FN,FN,1279476,FN,
28,Normandie,DELACOUR,Fabienne,1/1/2016,,,FN,FN,1509643,FN,
28,Normandie,HOUSSIN,Timothée,1/1/2016,Autre membre commission permanente,4/1/2016,FN,FN,1509644,FN,
28,Normandie,PIEL,Alexandra,1/1/2016,,,FN,FN,184883,FN,
28,Normandie,KURDZIEL,Marie-Françoise,1/1/2016,Autre membre commission permanente,4/1/2016,FN,FN,1021191,FN,
28,Normandie,NOËL,Jean-Jacques,1/1/2016,Autre membre commission permanente,4/1/2016,FN,FN,1509645,FN,
28,Normandie,RETOUT,Robert,1/1/2016,,,FN,FN,1357199,FN,
28,Normandie,LAVANRY,Francine,1/1/2016,,,FN,FN,1509648,FN,
28,Normandie,STIEFEL,Lionel,1/1/2016,,,FN,FN,1395873,FN,
28,Normandie,BAY,Nicolas,1/1/2016,,,FN,FN,1180764,FN,
28,Normandie,DUCHAUSSOY,Françoise,1/1/2016,Autre membre commission permanente,4/1/2016,FN,FN,1449579,FN,
28,Normandie,GAILLARD,Jacques,1/1/2016,Autre membre commission permanente,4/1/2016,FN,FN,1451499,FN,
28,Normandie,GILBERT,Isabelle,1/1/2016,Autre membre commission permanente,4/1/2016,FN,FN,1449407,FN,
28,Normandie,LALANNE DE HAUT,Elizabeth,1/1/2016,,,FN,FN,1449255,FN,
28,Normandie,LENOIR,Damien,1/1/2016,,,FN,FN,1450275,FN,
28,Normandie,PENNELLE,Guillaume,1/1/2016,Autre membre commission permanente,4/1/2016,FN,FN,1451754,FN,
28,Normandie,SALVISBERG,Geneviève,1/1/2016,,,FN,FN,1509654,FN,
75,Nouvelle-Aquitaine,BERROYER,Jean-Paul,1/1/2016,,,FN,FN,1509786,FN,
75,Nouvelle-Aquitaine,BOUSQUET-CASSAGNE,Etienne,1/1/2016,Autre membre commission permanente,4/1/2016,FN,FN,1347973,FN,
75,Nouvelle-Aquitaine,BRUN,Yveline,1/1/2016,,,FN,FN,1509810,FN,
75,Nouvelle-Aquitaine,CHADOURNE,Sandrine,1/1/2016,,,FN,FN,1303710,FN,
75,Nouvelle-Aquitaine,CHARBONNEAU,Jean-Romée,1/1/2016,Autre membre commission permanente,4/1/2016,FN,FN,835337,FN,
75,Nouvelle-Aquitaine,CHAUMERON,Lucie,1/1/2016,,,FN,FN,1509823,FN,
75,Nouvelle-Aquitaine,CHEYROUX,Claudie,1/1/2016,Autre membre commission permanente,4/1/2016,FN,FN,1509817,FN,
75,Nouvelle-Aquitaine,COLOMBIER,Jacques,1/1/2016,Autre membre commission permanente,4/1/2016,FN,FN,531559,FN,
75,Nouvelle-Aquitaine,DE AZEVEDO,Aurélie,1/1/2016,Autre membre commission permanente,4/1/2016,FN,FN,1509787,FN,
75,Nouvelle-Aquitaine,DE LACOSTE LAREYMONDIE,Jean-Marc,1/1/2016,,,FN,FN,1509792,FN,
75,Nouvelle-Aquitaine,DIAZ,Edwige,1/1/2016,Autre membre commission permanente,4/1/2016,FN,FN,1509804,FN,
75,Nouvelle-Aquitaine,DUBOIS,Robert,1/1/2016,,,FN,FN,804976,FN,
75,Nouvelle-Aquitaine,GERARD,Vincent,1/1/2016,,,FN,FN,1483393,FN,
75,Nouvelle-Aquitaine,HENAUT,Christelle,1/1/2016,,,FN,FN,918353,FN,
75,Nouvelle-Aquitaine,HOUDET,Christian,1/1/2016,Autre membre commission permanente,4/1/2016,FN,FN,1509811,FN,
75,Nouvelle-Aquitaine,HUSTAIX,Gilles,1/1/2016,,,FN,FN,1509819,FN,
75,Nouvelle-Aquitaine,IRATCHET,Jean-Michel,1/1/2016,,,FN,FN,1509820,FN,
75,Nouvelle-Aquitaine,JOUBERT,Florence,1/1/2016,,,FN,FN,1509802,FN,
75,Nouvelle-Aquitaine,LAMARA,Laurent,1/1/2016,,,FN,FN,1299829,FN,
75,Nouvelle-Aquitaine,MALHERBE,Gonzague,1/1/2016,,,FN,FN,1302192,FN,
75,Nouvelle-Aquitaine,MARTY,Christine,1/1/2016,,,FN,FN,1483394,FN,
75,Nouvelle-Aquitaine,PAIN,Hélène,1/1/2016,,,FN,FN,1509815,FN,
75,Nouvelle-Aquitaine,PALUTEAU,Bruno,1/1/2016,,,FN,FN,1300161,FN,
75,Nouvelle-Aquitaine,ROGISTER,Thierry,1/1/2016,Autre membre commission permanente,4/1/2016,FN,FN,1248259,FN,
75,Nouvelle-Aquitaine,TARRASO,Agnès,1/1/2016,Autre membre commission permanente,4/1/2016,FN,FN,1509798,FN,
75,Nouvelle-Aquitaine,VERDIN,Alain,1/1/2016,,,FN,FN,1481781,FN,
75,Nouvelle-Aquitaine,WERBROUCK,Séverine,1/1/2016,,,FN,FN,1509796,FN,
75,Nouvelle-Aquitaine,FROPOS,Sabine,1/1/2016,,,FN,non-inscrit,1509827,aucun,http://www.centre-presse.fr/template/journal/print.article.php?id=559347
75,Nouvelle-Aquitaine,LE GUEN,Nathalie,1/1/2016,,,EXD,non-inscrit,1300163,Debout la France,
76,Occitanie,ARDINAT,Gilles,1/1/2016,,,FN,FN,1509860,FN,
76,Occitanie,BAGUR,Marie-Dominique,1/1/2016,Autre membre commission permanente,4/1/2016,FN,FN,1472575,FN,
76,Occitanie,BARDOU,Corinne,1/1/2016,,,FN,FN,1471195,FN,
76,Occitanie,BARTHÈS,Christophe,1/1/2016,,,FN,FN,1231960,FN,
76,Occitanie,BAUDRY,Xavier,1/1/2016,,,FN,FN,1418699,FN,
76,Occitanie,BLANC,Sophie,1/1/2016,Autre membre commission permanente,4/1/2016,FN,FN,1509879,FN,
76,Occitanie,CABROLIER,Frédéric,1/1/2016,,,FN,FN,833901,FN,
76,Occitanie,CARETTE,Didier,1/1/2016,,,FN,FN,1509846,FN,
76,Occitanie,CARSALADE,Maïthé,1/1/2016,Autre membre commission permanente,4/1/2016,FN,FN,1509847,FN,
76,Occitanie,COLLARD,Anne-Marie,1/1/2016,Autre membre commission permanente,4/1/2016,FN,FN,1509841,FN,
76,Occitanie,COSTA-FESENBECK,Marie-Thérèse,1/1/2016,,,FN,FN,1181083,FN,
76,Occitanie,CRENNE,Emmanuel,1/1/2016,,,FN,FN,1509874,FN,
76,Occitanie,DOMBES,Marie,1/1/2016,,,FN,FN,1509848,FN,
76,Occitanie,DONADA,Gilles,1/1/2016,,,FN,FN,1289076,FN,
76,Occitanie,DOUNOT-SOBRAQUES,Chantal,1/1/2016,Autre membre commission permanente,4/1/2016,FN,FN,82325,FN,
76,Occitanie,GARDET,Laurence,1/1/2016,,,FN,FN,1290651,FN,
76,Occitanie,GAUBERT,François,1/1/2016,,,FN,FN,1509865,FN,
76,Occitanie,GAUTIER,Gérard,1/1/2016,,,FN,FN,161549,FN,
76,Occitanie,GILLET,Yoann,1/1/2016,,,FN,FN,1290648,FN,
76,Occitanie,GONDRAN,Bernard,1/1/2016,,,FN,FN,148887,FN,
76,Occitanie,JAMET,France,1/1/2016,Autre membre commission permanente,4/1/2016,FN,FN,46389,FN,
76,Occitanie,LAMOTTE,Quentin,1/1/2016,,,FN,FN,1509849,FN,
76,Occitanie,LEONARDELLI,Julien,1/1/2016,Autre membre commission permanente,4/1/2016,FN,FN,1509850,FN,
76,Occitanie,MAURIN,Gérard,1/1/2016,,,FN,FN,1509868,FN,
76,Occitanie,MEIZONNET,Jean-Louis,1/1/2016,,,FN,FN,1292135,FN,
76,Occitanie,MINA,Nicole,1/1/2016,,,FN,FN,1306668,FN,
76,Occitanie,MONTEIL,Olivier,1/1/2016,,,FN,FN,1509878,FN,
76,Occitanie,MORIO,Robert,1/1/2016,,,FN,FN,831262,FN,
76,Occitanie,PAROLIN,Marie-Christine,1/1/2016,,,FN,FN,1509854,FN,
76,Occitanie,PHILIPPE,Laure-Emmanuelle,30/6/2016,,,FN,FN,1513695,FN,
76,Occitanie,PILOZ,Jean-Paul,1/1/2016,,,FN,FN,1469616,FN,
76,Occitanie,PLANE,Julia,1/1/2016,Autre membre commission permanente,4/1/2016,FN,FN,1306571,FN,
76,Occitanie,PRATO,Gérard,1/1/2016,Autre membre commission permanente,4/1/2016,FN,FN,1306172,FN,
76,Occitanie,REMISE,Jean-Guillaume,1/1/2016,Autre membre commission permanente,4/1/2016,FN,FN,1509838,FN,
76,Occitanie,ROQUES,Myriam,1/1/2016,,,FN,FN,1509872,FN,
76,Occitanie,SANCHEZ,Julien,1/1/2016,Autre membre commission permanente,4/1/2016,FN,FN,1181100,FN,
76,Occitanie,TEZENAS DU MONTCEL,Monique,1/1/2016,,,FN,FN,1509843,FN,
76,Occitanie,VIALLON,Thierry,1/1/2016,,,FN,FN,1472574,FN,
76,Occitanie,YELMA,Jean-Luc,1/1/2016,Autre membre commission permanente,4/1/2016,FN,FN,1509858,FN,
76,Occitanie,FONS,Jean-François,1/1/2016,Autre membre commission permanente,4/1/2016,FN,Droite et centre,1079779,aucun,"http://www.lindependant.fr/2017/05/10/fn-entre-jean-francois-fons-et-louis-aliot-l-implosion,3013577.php"
52,Pays-de-la-Loire,BLANCHARD,Jean-Claude,13/12/2015,,,FN,FN,1338973,FN,
52,Pays-de-la-Loire,LUSSAUD,Marguerite,13/12/2015,,,FN,FN,1338008,FN,
52,Pays-de-la-Loire,NÉDÉLEC,Brigitte,13/12/2015,Autre membre commission permanente,18/12/2015,FN,FN,1509745,FN,
52,Pays-de-la-Loire,POTIER,Samuel,13/12/2015,Autre membre commission permanente,18/12/2015,FN,FN,1509748,FN,
52,Pays-de-la-Loire,GOYCHMAN,Jean,13/12/2015,,,FN,FN,646468,FN,
52,Pays-de-la-Loire,LIEUMONT-BRIAND,Monique,13/12/2015,,,FN,FN,1509750,FN,
52,Pays-de-la-Loire,MERLAUD,Aymeric,13/12/2015,,,FN,FN,1509751,FN,
52,Pays-de-la-Loire,DE LA MORINIÈRE,Bruno,13/12/2015,,,FN,FN,1509753,FN,
52,Pays-de-la-Loire,GANNAT,Pascal,13/12/2015,Autre membre commission permanente,18/12/2015,FN,FN,1509757,FN,
52,Pays-de-la-Loire,GENEVREY,Marie,13/12/2015,,,FN,FN,1509758,FN,
52,Pays-de-la-Loire,NICOT,Pascal,13/12/2015,,,FN,FN,1509760,FN,
52,Pays-de-la-Loire,NEVEUX,Brigitte,13/12/2015,Autre membre commission permanente,18/12/2015,FN,FN,1509764,FN,
52,Pays-de-la-Loire,AVELLO,Alain,13/12/2015,,,FN,non-inscrit,1509761,Les Patriotes,http://www.alainavello.fr/index.php/2017/10/16/communique-pour-la-constitution-dun-groupe-patriote-en-pays-de-la-loire/
93,Provence-Alpes-Côte-d'Azur,ALLISIO,Franck,13/12/2015,Autre membre commission permanente,18/12/2015,FN,FN,1509944,FN,
93,Provence-Alpes-Côte-d'Azur,BERTRAND,Aline,13/12/2015,,,FN,FN,1475072,FN,
93,Provence-Alpes-Côte-d'Azur,BETTATI,Olivier,13/12/2015,Autre membre commission permanente,18/12/2015,FN,FN,39215,CNIP,http://www.cnip.fr/2017/11/09/olivier-bettati-rejoint-cnip/
93,Provence-Alpes-Côte-d'Azur,BEZ,Eléonore,13/12/2015,Autre membre commission permanente,18/12/2015,FN,FN,1509945,FN,
93,Provence-Alpes-Côte-d'Azur,BOCCALETTI,Frédéric,13/12/2015,Autre membre commission permanente,18/12/2015,FN,FN,495001,FN,
93,Provence-Alpes-Côte-d'Azur,CHEVALIER,Anne,13/12/2015,,,FN,FN,1217559,FN,
93,Provence-Alpes-Côte-d'Azur,CHEVALIER,Laure,13/12/2015,,,FN,FN,1508145,FN,
93,Provence-Alpes-Côte-d'Azur,D'ANGIO,Sandrine,13/12/2015,,,FN,FN,1499423,FN,
93,Provence-Alpes-Côte-d'Azur,DAUGREILH,Jean-Pierre,13/12/2015,,,FN,FN,1219163,FN,
93,Provence-Alpes-Côte-d'Azur,DAVID,Geoffrey,13/12/2015,,,FN,FN,1474176,FN,
93,Provence-Alpes-Côte-d'Azur,DE BEAUREGARD,Philippe,30/6/2017,,,FN,FN,1475626,FN,
93,Provence-Alpes-Côte-d'Azur,DE LA TOCNAYE,Thibaut,13/12/2015,,,FN,FN,33418,FN,
93,Provence-Alpes-Côte-d'Azur,DIMITROFF-MEKAROV,Agapia,13/12/2015,,,FN,FN,1509962,FN,
93,Provence-Alpes-Côte-d'Azur,DOUZON,Jeannine,13/12/2015,Autre membre commission permanente,18/12/2015,FN,non-inscrit,1509935,Les Patriotes,http://abonnes.lemonde.fr/politique/article/2017/12/20/en-region-paca-le-front-national-redoute-la-dissidence_5232303_823448.html
93,Provence-Alpes-Côte-d'Azur,DUDIEUZERE,Cédric,13/12/2015,,,FN,FN,1499547,FN,
93,Provence-Alpes-Côte-d'Azur,FIOL,Muriel,13/12/2015,Autre membre commission permanente,18/12/2015,FN,FN,1509957,FN,
93,Provence-Alpes-Côte-d'Azur,FOUQUART,Emmanuel,13/12/2015,,,FN,FN,1235361,FN,
93,Provence-Alpes-Côte-d'Azur,GERIN,Gérald,13/12/2015,,,FN,FN,1181115,FN,
93,Provence-Alpes-Côte-d'Azur,GONZALEZ,José,13/12/2015,,,FN,FN,1234553,FN,
93,Provence-Alpes-Côte-d'Azur,GRECH,Sophie,13/12/2015,,,FN,FN,1499580,FN,
93,Provence-Alpes-Côte-d'Azur,GUILBAUX,Rina,13/12/2015,,,FN,non-inscrit,1509948,aucun,
93,Provence-Alpes-Côte-d'Azur,HABERMACHER,Claude,1/1/2016,,,FN,FN,1510104,FN,
93,Provence-Alpes-Côte-d'Azur,JABOULET,Claude,13/12/2015,,,FN,non-inscrit,888086,aucun,
93,Provence-Alpes-Côte-d'Azur,KESSLER,Anne,13/12/2015,Autre membre commission permanente,18/12/2015,FN,non-inscrit,1509938,aucun,https://twitter.com/_A_Kessler/status/959690496212955136
93,Provence-Alpes-Côte-d'Azur,LANCINE,Brigitte,13/12/2015,,,FN,FN,1473961,FN,
93,Provence-Alpes-Côte-d'Azur,LANSADE,Marc Etienne,13/12/2015,Autre membre commission permanente,29/5/2017,FN,non-inscrit,1509959,aucun,https://www.marianne.net/politique/marc-etienne-lansade-un-depart-du-fn-tres-interesse
93,Provence-Alpes-Côte-d'Azur,LAUPIES,Valérie,13/12/2015,Autre membre commission permanente,18/12/2015,FN,FN,1181120,FN,
93,Provence-Alpes-Côte-d'Azur,LECOINNET,Jean-Philippe,13/12/2015,,,FN,FN,1509960,FN,
93,Provence-Alpes-Côte-d'Azur,LEGUEM,Laurence,13/12/2015,,,FN,FN,1235832,FN,
93,Provence-Alpes-Côte-d'Azur,LOEUILLET,Benoit,13/12/2015,,,FN,non-inscrit,1509940,aucun,https://france3-regions.francetvinfo.fr/provence-alpes-cote-d-azur/alpes-maritimes/nice/patron-du-fn-nice-benoit-loeuillet-suspendu-propos-negationnistes-1214751.html
93,Provence-Alpes-Côte-d'Azur,LOTTIAUX,Philippe,13/12/2015,Autre membre commission permanente,18/12/2015,FN,FN,1475387,FN,
93,Provence-Alpes-Côte-d'Azur,LUC,Jean-François,13/12/2015,,,FN,FN,1509951,FN,
93,Provence-Alpes-Côte-d'Azur,MEUNIER,Christine,13/12/2015,,,FN,FN,1473963,FN,
93,Provence-Alpes-Côte-d'Azur,MOUSSET,Jean-Alexandre,13/12/2015,,,FN,FN,1234922,FN,
93,Provence-Alpes-Côte-d'Azur,NAVARRANNE,Amaury,13/12/2015,Autre membre commission permanente,18/12/2015,FN,FN,1475071,FN,
93,Provence-Alpes-Côte-d'Azur,PAVARD,Nathalie,13/12/2015,,,FN,FN,1218307,FN,
93,Provence-Alpes-Côte-d'Azur,PHILIPPE,Elisabeth,13/12/2015,,,FN,non-inscrit,1181129,aucun,http://abonnes.lemonde.fr/politique/article/2017/12/20/en-region-paca-le-front-national-redoute-la-dissidence_5232303_823448.html
93,Provence-Alpes-Côte-d'Azur,RIGAULT,Anne-Sophie,13/12/2015,Autre membre commission permanente,18/12/2015,FN,FN,1475390,FN,
93,Provence-Alpes-Côte-d'Azur,TIVOLI,Lionel,13/12/2015,,,FN,FN,1217558,FN,
93,Provence-Alpes-Côte-d'Azur,TROIN,Audrey,13/12/2015,,,FN,FN,1473664,FN,
93,Provence-Alpes-Côte-d'Azur,VARDON,Philippe,13/12/2015,Autre membre commission permanente,18/12/2015,FN,FN,1509943,FN,
93,Provence-Alpes-Côte-d'Azur,WAQUET,Jean-Yves,13/12/2015,,,FN,FN,1197177,FN,